d(1, 1) = 1.41421
d(23472, 23472) = 33194.4
d(23473, 23473) = 33195.8
d(23474, 23474) = 33197.2
d(23475, 23475) = 33198.7
d(23476, 23476) = 33200.1
d(23477, 23477) = 33201.5
d(23478, 23478) = 33202.9
d(23479, 23479) = 33204.3
d(23480, 23480) = 33205.7
d(23481, 23481) = 33207.1
d(23482, 23482) = 33208.6
d(23483, 23483) = 33210
d(23484, 23484) = 33211.4
d(23485, 23485) = 33212.8
d(23486, 23486) = 33214.2
d(23487, 23487) = 33215.6
d(23488, 23488) = 33217
d(23489, 23489) = 33218.5
d(23490, 23490) = 33219.9
d(23491, 23491) = 33221.3
d(23492, 23492) = 33222.7
d(23493, 23493) = 33224.1
d(23494, 23494) = 33225.5
d(23495, 23495) = 33226.9
d(23496, 23496) = 33228.4
d(23497, 23497) = 33229.8
d(23498, 23498) = 33231.2
d(23499, 23499) = 33232.6
d(23500, 23500) = 33234
d(23501, 23501) = 33235.4
d(23502, 23502) = 33236.8
d(23503, 23503) = 33238.3
d(23504, 23504) = 33239.7
d(23505, 23505) = 33241.1
d(23506, 23506) = 33242.5
d(23507, 23507) = 33243.9
d(23508, 23508) = 33245.3
d(23509, 23509) = 33246.7
d(23510, 23510) = 33248.2
d(23511, 23511) = 33249.6
d(23512, 23512) = 33251
d(23513, 23513) = 33252.4
d(23514, 23514) = 33253.8
d(23515, 23515) = 33255.2
d(23516, 23516) = 33256.6
d(23517, 23517) = 33258.1
d(23518, 23518) = 33259.5
d(23519, 23519) = 33260.9
d(23520, 23520) = 33262.3
d(23521, 23521) = 33263.7
d(23522, 23522) = 33265.1
d(23523, 23523) = 33266.5
d(23524, 23524) = 33268
d(23525, 23525) = 33269.4
d(23526, 23526) = 33270.8
d(23527, 23527) = 33272.2
d(23528, 23528) = 33273.6
d(23529, 23529) = 33275
d(23530, 23530) = 33276.4
d(23531, 23531) = 33277.9
d(23532, 23532) = 33279.3
d(23533, 23533) = 33280.7
d(23534, 23534) = 33282.1
d(23535, 23535) = 33283.5
d(23536, 23536) = 33284.9
d(23537, 23537) = 33286.3
d(23538, 23538) = 33287.8
d(23539, 23539) = 33289.2
d(23540, 23540) = 33290.6
d(23541, 23541) = 33292
d(23542, 23542) = 33293.4
d(23543, 23543) = 33294.8
d(23544, 23544) = 33296.2
d(23545, 23545) = 33297.7
d(23546, 23546) = 33299.1
d(23547, 23547) = 33300.5
d(23548, 23548) = 33301.9
d(23549, 23549) = 33303.3
d(23550, 23550) = 33304.7
d(23551, 23551) = 33306.1
d(23552, 23552) = 33307.6
d(23553, 23553) = 33309
d(23554, 23554) = 33310.4
d(23555, 23555) = 33311.8
d(23556, 23556) = 33313.2
d(23557, 23557) = 33314.6
d(23558, 23558) = 33316
d(23559, 23559) = 33317.5
d(23560, 23560) = 33318.9
d(23561, 23561) = 33320.3
d(23562, 23562) = 33321.7
d(23563, 23563) = 33323.1
d(23564, 23564) = 33324.5
d(23565, 23565) = 33325.9
d(23566, 23566) = 33327.4
d(23567, 23567) = 33328.8
d(23568, 23568) = 33330.2
d(23569, 23569) = 33331.6
d(23570, 23570) = 33333
d(23571, 23571) = 33334.4
d(23572, 23572) = 33335.8
d(23573, 23573) = 33337.3
d(23574, 23574) = 33338.7
d(23575, 23575) = 33340.1
d(23576, 23576) = 33341.5
d(23577, 23577) = 33342.9
d(23578, 23578) = 33344.3
d(23579, 23579) = 33345.7
d(23580, 23580) = 33347.2
d(23581, 23581) = 33348.6
d(23582, 23582) = 33350
d(23583, 23583) = 33351.4
d(23584, 23584) = 33352.8
d(23585, 23585) = 33354.2
d(23586, 23586) = 33355.6
d(23587, 23587) = 33357.1
d(23588, 23588) = 33358.5
d(23589, 23589) = 33359.9
d(23590, 23590) = 33361.3
d(23591, 23591) = 33362.7
d(23592, 23592) = 33364.1
d(23593, 23593) = 33365.5
d(23594, 23594) = 33367
d(23595, 23595) = 33368.4
d(23596, 23596) = 33369.8
d(23597, 23597) = 33371.2
d(23598, 23598) = 33372.6
d(23599, 23599) = 33374
d(23600, 23600) = 33375.4
d(23601, 23601) = 33376.9
d(23602, 23602) = 33378.3
d(23603, 23603) = 33379.7
d(23604, 23604) = 33381.1
d(23605, 23605) = 33382.5
d(23606, 23606) = 33383.9
d(23607, 23607) = 33385.3
d(23608, 23608) = 33386.8
d(23609, 23609) = 33388.2
d(23610, 23610) = 33389.6
d(23611, 23611) = 33391
d(23612, 23612) = 33392.4
d(23613, 23613) = 33393.8
d(23614, 23614) = 33395.2
d(23615, 23615) = 33396.7
d(23616, 23616) = 33398.1
d(23617, 23617) = 33399.5
d(23618, 23618) = 33400.9
d(23619, 23619) = 33402.3
d(23620, 23620) = 33403.7
d(23621, 23621) = 33405.1
d(23622, 23622) = 33406.6
d(23623, 23623) = 33408
d(23624, 23624) = 33409.4
d(23625, 23625) = 33410.8
d(23626, 23626) = 33412.2
d(23627, 23627) = 33413.6
d(23628, 23628) = 33415
d(23629, 23629) = 33416.5
d(23630, 23630) = 33417.9
d(23631, 23631) = 33419.3
d(23632, 23632) = 33420.7
d(23633, 23633) = 33422.1
d(23634, 23634) = 33423.5
d(23635, 23635) = 33424.9
d(23636, 23636) = 33426.4
d(23637, 23637) = 33427.8
d(23638, 23638) = 33429.2
d(23639, 23639) = 33430.6
d(23640, 23640) = 33432
d(23641, 23641) = 33433.4
d(23642, 23642) = 33434.8
d(23643, 23643) = 33436.3
d(23644, 23644) = 33437.7
d(23645, 23645) = 33439.1
d(23646, 23646) = 33440.5
d(23647, 23647) = 33441.9
d(23648, 23648) = 33443.3
d(23649, 23649) = 33444.7
d(23650, 23650) = 33446.2
d(23651, 23651) = 33447.6
d(23652, 23652) = 33449
d(23653, 23653) = 33450.4
d(23654, 23654) = 33451.8
d(23655, 23655) = 33453.2
d(23656, 23656) = 33454.6
d(23657, 23657) = 33456.1
d(23658, 23658) = 33457.5
d(23659, 23659) = 33458.9
d(23660, 23660) = 33460.3
d(23661, 23661) = 33461.7
d(23662, 23662) = 33463.1
d(23663, 23663) = 33464.5
d(23664, 23664) = 33465.9
d(23665, 23665) = 33467.4
d(23666, 23666) = 33468.8
d(23667, 23667) = 33470.2
d(23668, 23668) = 33471.6
d(23669, 23669) = 33473
d(23670, 23670) = 33474.4
d(23671, 23671) = 33475.8
d(23672, 23672) = 33477.3
d(23673, 23673) = 33478.7
d(23674, 23674) = 33480.1
d(23675, 23675) = 33481.5
d(23676, 23676) = 33482.9
d(23677, 23677) = 33484.3
d(23678, 23678) = 33485.7
d(23679, 23679) = 33487.2
d(23680, 23680) = 33488.6
d(23681, 23681) = 33490
d(23682, 23682) = 33491.4
d(23683, 23683) = 33492.8
d(23684, 23684) = 33494.2
d(23685, 23685) = 33495.6
d(23686, 23686) = 33497.1
d(23687, 23687) = 33498.5
d(23688, 23688) = 33499.9
d(23689, 23689) = 33501.3
d(23690, 23690) = 33502.7
d(23691, 23691) = 33504.1
d(23692, 23692) = 33505.5
d(23693, 23693) = 33507
d(23694, 23694) = 33508.4
d(23695, 23695) = 33509.8
d(23696, 23696) = 33511.2
d(23697, 23697) = 33512.6
d(23698, 23698) = 33514
d(23699, 23699) = 33515.4
d(23700, 23700) = 33516.9
d(23701, 23701) = 33518.3
d(23702, 23702) = 33519.7
d(23703, 23703) = 33521.1
d(23704, 23704) = 33522.5
d(23705, 23705) = 33523.9
d(23706, 23706) = 33525.3
d(23707, 23707) = 33526.8
d(23708, 23708) = 33528.2
d(23709, 23709) = 33529.6
d(23710, 23710) = 33531
d(23711, 23711) = 33532.4
d(23712, 23712) = 33533.8
d(23713, 23713) = 33535.2
d(23714, 23714) = 33536.7
d(23715, 23715) = 33538.1
d(23716, 23716) = 33539.5
d(23717, 23717) = 33540.9
d(23718, 23718) = 33542.3
d(23719, 23719) = 33543.7
d(23720, 23720) = 33545.1
d(23721, 23721) = 33546.6
d(23722, 23722) = 33548
d(23723, 23723) = 33549.4
d(23724, 23724) = 33550.8
d(23725, 23725) = 33552.2
d(23726, 23726) = 33553.6
d(23727, 23727) = 33555
d(23728, 23728) = 33556.5
d(23729, 23729) = 33557.9
d(23730, 23730) = 33559.3
d(23731, 23731) = 33560.7
d(23732, 23732) = 33562.1
d(23733, 23733) = 33563.5
d(23734, 23734) = 33564.9
d(23735, 23735) = 33566.4
d(23736, 23736) = 33567.8
d(23737, 23737) = 33569.2
d(23738, 23738) = 33570.6
d(23739, 23739) = 33572
d(23740, 23740) = 33573.4
d(23741, 23741) = 33574.8
d(23742, 23742) = 33576.3
d(23743, 23743) = 33577.7
d(23744, 23744) = 33579.1
d(23745, 23745) = 33580.5
d(23746, 23746) = 33581.9
d(23747, 23747) = 33583.3
d(23748, 23748) = 33584.7
d(23749, 23749) = 33586.2
d(23750, 23750) = 33587.6
d(23751, 23751) = 33589
d(23752, 23752) = 33590.4
d(23753, 23753) = 33591.8
d(23754, 23754) = 33593.2
d(23755, 23755) = 33594.6
d(23756, 23756) = 33596.1
d(23757, 23757) = 33597.5
d(23758, 23758) = 33598.9
d(23759, 23759) = 33600.3
d(23760, 23760) = 33601.7
d(23761, 23761) = 33603.1
d(23762, 23762) = 33604.5
d(23763, 23763) = 33606
d(23764, 23764) = 33607.4
d(23765, 23765) = 33608.8
d(23766, 23766) = 33610.2
d(23767, 23767) = 33611.6
d(23768, 23768) = 33613
d(23769, 23769) = 33614.4
d(23770, 23770) = 33615.9
d(23771, 23771) = 33617.3
d(23772, 23772) = 33618.7
d(23773, 23773) = 33620.1
d(23774, 23774) = 33621.5
d(23775, 23775) = 33622.9
d(23776, 23776) = 33624.3
d(23777, 23777) = 33625.8
d(23778, 23778) = 33627.2
d(23779, 23779) = 33628.6
d(23780, 23780) = 33630
d(23781, 23781) = 33631.4
d(23782, 23782) = 33632.8
d(23783, 23783) = 33634.2
d(23784, 23784) = 33635.7
d(23785, 23785) = 33637.1
d(23786, 23786) = 33638.5
d(23787, 23787) = 33639.9
d(23788, 23788) = 33641.3
d(23789, 23789) = 33642.7
d(23790, 23790) = 33644.1
d(23791, 23791) = 33645.6
d(23792, 23792) = 33647
d(23793, 23793) = 33648.4
d(23794, 23794) = 33649.8
d(23795, 23795) = 33651.2
d(23796, 23796) = 33652.6
d(23797, 23797) = 33654
d(23798, 23798) = 33655.5
d(23799, 23799) = 33656.9
d(23800, 23800) = 33658.3
d(23801, 23801) = 33659.7
d(23802, 23802) = 33661.1
d(23803, 23803) = 33662.5
d(23804, 23804) = 33663.9
d(23805, 23805) = 33665.4
d(23806, 23806) = 33666.8
d(23807, 23807) = 33668.2
d(23808, 23808) = 33669.6
d(23809, 23809) = 33671
d(23810, 23810) = 33672.4
d(23811, 23811) = 33673.8
d(23812, 23812) = 33675.3
d(23813, 23813) = 33676.7
d(23814, 23814) = 33678.1
d(23815, 23815) = 33679.5
d(23816, 23816) = 33680.9
d(23817, 23817) = 33682.3
d(23818, 23818) = 33683.7
d(23819, 23819) = 33685.2
d(23820, 23820) = 33686.6
d(23821, 23821) = 33688
d(23822, 23822) = 33689.4
d(23823, 23823) = 33690.8
d(23824, 23824) = 33692.2
d(23825, 23825) = 33693.6
d(23826, 23826) = 33695.1
d(23827, 23827) = 33696.5
d(23828, 23828) = 33697.9
d(23829, 23829) = 33699.3
d(23830, 23830) = 33700.7
d(23831, 23831) = 33702.1
d(23832, 23832) = 33703.5
d(23833, 23833) = 33705
d(23834, 23834) = 33706.4
d(23835, 23835) = 33707.8
d(23836, 23836) = 33709.2
d(23837, 23837) = 33710.6
d(23838, 23838) = 33712
d(23839, 23839) = 33713.4
d(23840, 23840) = 33714.9
d(23841, 23841) = 33716.3
d(23842, 23842) = 33717.7
d(23843, 23843) = 33719.1
d(23844, 23844) = 33720.5
d(23845, 23845) = 33721.9
d(23846, 23846) = 33723.3
d(23847, 23847) = 33724.8
d(23848, 23848) = 33726.2
d(23849, 23849) = 33727.6
d(23850, 23850) = 33729
d(23851, 23851) = 33730.4
d(23852, 23852) = 33731.8
d(23853, 23853) = 33733.2
d(23854, 23854) = 33734.7
d(23855, 23855) = 33736.1
d(23856, 23856) = 33737.5
d(23857, 23857) = 33738.9
d(23858, 23858) = 33740.3
d(23859, 23859) = 33741.7
d(23860, 23860) = 33743.1
d(23861, 23861) = 33744.5
d(23862, 23862) = 33746
d(23863, 23863) = 33747.4
d(23864, 23864) = 33748.8
d(23865, 23865) = 33750.2
d(23866, 23866) = 33751.6
d(23867, 23867) = 33753
d(23868, 23868) = 33754.4
d(23869, 23869) = 33755.9
d(23870, 23870) = 33757.3
d(23871, 23871) = 33758.7
d(23872, 23872) = 33760.1
d(23873, 23873) = 33761.5
d(23874, 23874) = 33762.9
d(23875, 23875) = 33764.3
d(23876, 23876) = 33765.8
d(23877, 23877) = 33767.2
d(23878, 23878) = 33768.6
d(23879, 23879) = 33770
d(23880, 23880) = 33771.4
d(23881, 23881) = 33772.8
d(23882, 23882) = 33774.2
d(23883, 23883) = 33775.7
d(23884, 23884) = 33777.1
d(23885, 23885) = 33778.5
d(23886, 23886) = 33779.9
d(23887, 23887) = 33781.3
d(23888, 23888) = 33782.7
d(23889, 23889) = 33784.1
d(23890, 23890) = 33785.6
d(23891, 23891) = 33787
d(23892, 23892) = 33788.4
d(23893, 23893) = 33789.8
d(23894, 23894) = 33791.2
d(23895, 23895) = 33792.6
d(23896, 23896) = 33794
d(23897, 23897) = 33795.5
d(23898, 23898) = 33796.9
d(23899, 23899) = 33798.3
d(23900, 23900) = 33799.7
d(23901, 23901) = 33801.1
d(23902, 23902) = 33802.5
d(23903, 23903) = 33803.9
d(23904, 23904) = 33805.4
d(23905, 23905) = 33806.8
d(23906, 23906) = 33808.2
d(23907, 23907) = 33809.6
d(23908, 23908) = 33811
d(23909, 23909) = 33812.4
d(23910, 23910) = 33813.8
d(23911, 23911) = 33815.3
d(23912, 23912) = 33816.7
d(23913, 23913) = 33818.1
d(23914, 23914) = 33819.5
d(23915, 23915) = 33820.9
d(23916, 23916) = 33822.3
d(23917, 23917) = 33823.7
d(23918, 23918) = 33825.2
d(23919, 23919) = 33826.6
d(23920, 23920) = 33828
d(23921, 23921) = 33829.4
d(23922, 23922) = 33830.8
d(23923, 23923) = 33832.2
d(23924, 23924) = 33833.6
d(23925, 23925) = 33835.1
d(23926, 23926) = 33836.5
d(23927, 23927) = 33837.9
d(23928, 23928) = 33839.3
d(23929, 23929) = 33840.7
d(23930, 23930) = 33842.1
d(23931, 23931) = 33843.5
d(23932, 23932) = 33845
d(23933, 23933) = 33846.4
d(23934, 23934) = 33847.8
d(23935, 23935) = 33849.2
d(23936, 23936) = 33850.6
d(23937, 23937) = 33852
d(23938, 23938) = 33853.4
d(23939, 23939) = 33854.9
d(23940, 23940) = 33856.3
d(23941, 23941) = 33857.7
d(23942, 23942) = 33859.1
d(23943, 23943) = 33860.5
d(23944, 23944) = 33861.9
d(23945, 23945) = 33863.3
d(23946, 23946) = 33864.8
d(23947, 23947) = 33866.2
d(23948, 23948) = 33867.6
d(23949, 23949) = 33869
d(23950, 23950) = 33870.4
d(23951, 23951) = 33871.8
d(23952, 23952) = 33873.2
d(23953, 23953) = 33874.7
d(23954, 23954) = 33876.1
d(23955, 23955) = 33877.5
d(23956, 23956) = 33878.9
d(23957, 23957) = 33880.3
d(23958, 23958) = 33881.7
d(23959, 23959) = 33883.1
d(23960, 23960) = 33884.6
d(23961, 23961) = 33886
d(23962, 23962) = 33887.4
d(23963, 23963) = 33888.8
d(23964, 23964) = 33890.2
d(23965, 23965) = 33891.6
d(23966, 23966) = 33893
d(23967, 23967) = 33894.5
d(23968, 23968) = 33895.9
d(23969, 23969) = 33897.3
d(23970, 23970) = 33898.7
d(23971, 23971) = 33900.1
d(23972, 23972) = 33901.5
d(23973, 23973) = 33902.9
d(23974, 23974) = 33904.4
d(23975, 23975) = 33905.8
d(23976, 23976) = 33907.2
d(23977, 23977) = 33908.6
d(23978, 23978) = 33910
d(23979, 23979) = 33911.4
d(23980, 23980) = 33912.8
d(23981, 23981) = 33914.3
d(23982, 23982) = 33915.7
d(23983, 23983) = 33917.1
d(23984, 23984) = 33918.5
d(23985, 23985) = 33919.9
d(23986, 23986) = 33921.3
d(23987, 23987) = 33922.7
d(23988, 23988) = 33924.2
d(23989, 23989) = 33925.6
d(23990, 23990) = 33927
d(23991, 23991) = 33928.4
d(23992, 23992) = 33929.8
d(23993, 23993) = 33931.2
d(23994, 23994) = 33932.6
d(23995, 23995) = 33934.1
d(23996, 23996) = 33935.5
d(23997, 23997) = 33936.9
d(23998, 23998) = 33938.3
d(23999, 23999) = 33939.7
d(24000, 24000) = 33941.1
d(24001, 24001) = 33942.5
d(24002, 24002) = 33944
d(24003, 24003) = 33945.4
d(24004, 24004) = 33946.8
d(24005, 24005) = 33948.2
d(24006, 24006) = 33949.6
d(24007, 24007) = 33951
d(24008, 24008) = 33952.4
d(24009, 24009) = 33953.9
d(24010, 24010) = 33955.3
d(24011, 24011) = 33956.7
d(24012, 24012) = 33958.1
d(24013, 24013) = 33959.5
d(24014, 24014) = 33960.9
d(24015, 24015) = 33962.3
d(24016, 24016) = 33963.8
d(24017, 24017) = 33965.2
d(24018, 24018) = 33966.6
d(24019, 24019) = 33968
d(24020, 24020) = 33969.4
d(24021, 24021) = 33970.8
d(24022, 24022) = 33972.2
d(24023, 24023) = 33973.7
d(24024, 24024) = 33975.1
d(24025, 24025) = 33976.5
d(24026, 24026) = 33977.9
d(24027, 24027) = 33979.3
d(24028, 24028) = 33980.7
d(24029, 24029) = 33982.1
d(24030, 24030) = 33983.6
d(24031, 24031) = 33985
d(24032, 24032) = 33986.4
d(24033, 24033) = 33987.8
d(24034, 24034) = 33989.2
d(24035, 24035) = 33990.6
d(24036, 24036) = 33992
d(24037, 24037) = 33993.5
d(24038, 24038) = 33994.9
d(24039, 24039) = 33996.3
d(24040, 24040) = 33997.7
d(24041, 24041) = 33999.1
d(24042, 24042) = 34000.5
d(24043, 24043) = 34001.9
d(24044, 24044) = 34003.4
d(24045, 24045) = 34004.8
d(24046, 24046) = 34006.2
d(24047, 24047) = 34007.6
d(24048, 24048) = 34009
d(24049, 24049) = 34010.4
d(24050, 24050) = 34011.8
d(24051, 24051) = 34013.3
d(24052, 24052) = 34014.7
d(24053, 24053) = 34016.1
d(24054, 24054) = 34017.5
d(24055, 24055) = 34018.9
d(24056, 24056) = 34020.3
d(24057, 24057) = 34021.7
d(24058, 24058) = 34023.1
d(24059, 24059) = 34024.6
d(24060, 24060) = 34026
d(24061, 24061) = 34027.4
d(24062, 24062) = 34028.8
d(24063, 24063) = 34030.2
d(24064, 24064) = 34031.6
d(24065, 24065) = 34033
d(24066, 24066) = 34034.5
d(24067, 24067) = 34035.9
d(24068, 24068) = 34037.3
d(24069, 24069) = 34038.7
d(24070, 24070) = 34040.1
d(24071, 24071) = 34041.5
d(24072, 24072) = 34042.9
d(24073, 24073) = 34044.4
d(24074, 24074) = 34045.8
d(24075, 24075) = 34047.2
d(24076, 24076) = 34048.6
d(24077, 24077) = 34050
d(24078, 24078) = 34051.4
d(24079, 24079) = 34052.8
d(24080, 24080) = 34054.3
d(24081, 24081) = 34055.7
d(24082, 24082) = 34057.1
d(24083, 24083) = 34058.5
d(24084, 24084) = 34059.9
d(24085, 24085) = 34061.3
d(24086, 24086) = 34062.7
d(24087, 24087) = 34064.2
d(24088, 24088) = 34065.6
d(24089, 24089) = 34067
d(24090, 24090) = 34068.4
d(24091, 24091) = 34069.8
d(24092, 24092) = 34071.2
d(24093, 24093) = 34072.6
d(24094, 24094) = 34074.1
d(24095, 24095) = 34075.5
d(24096, 24096) = 34076.9
d(24097, 24097) = 34078.3
d(24098, 24098) = 34079.7
d(24099, 24099) = 34081.1
d(24100, 24100) = 34082.5
d(24101, 24101) = 34084
d(24102, 24102) = 34085.4
d(24103, 24103) = 34086.8
d(24104, 24104) = 34088.2
d(24105, 24105) = 34089.6
d(24106, 24106) = 34091
d(24107, 24107) = 34092.4
d(24108, 24108) = 34093.9
d(24109, 24109) = 34095.3
d(24110, 24110) = 34096.7
d(24111, 24111) = 34098.1
d(24112, 24112) = 34099.5
d(24113, 24113) = 34100.9
d(24114, 24114) = 34102.3
d(24115, 24115) = 34103.8
d(24116, 24116) = 34105.2
d(24117, 24117) = 34106.6
d(24118, 24118) = 34108
d(24119, 24119) = 34109.4
d(24120, 24120) = 34110.8
d(24121, 24121) = 34112.2
d(24122, 24122) = 34113.7
d(24123, 24123) = 34115.1
d(24124, 24124) = 34116.5
d(24125, 24125) = 34117.9
d(24126, 24126) = 34119.3
d(24127, 24127) = 34120.7
d(24128, 24128) = 34122.1
d(24129, 24129) = 34123.6
d(24130, 24130) = 34125
d(24131, 24131) = 34126.4
d(24132, 24132) = 34127.8
d(24133, 24133) = 34129.2
d(24134, 24134) = 34130.6
d(24135, 24135) = 34132
d(24136, 24136) = 34133.5
d(24137, 24137) = 34134.9
d(24138, 24138) = 34136.3
d(24139, 24139) = 34137.7
d(24140, 24140) = 34139.1
d(24141, 24141) = 34140.5
d(24142, 24142) = 34141.9
d(24143, 24143) = 34143.4
d(24144, 24144) = 34144.8
d(24145, 24145) = 34146.2
d(24146, 24146) = 34147.6
d(24147, 24147) = 34149
d(24148, 24148) = 34150.4
d(24149, 24149) = 34151.8
d(24150, 24150) = 34153.3
d(24151, 24151) = 34154.7
d(24152, 24152) = 34156.1
d(24153, 24153) = 34157.5
d(24154, 24154) = 34158.9
d(24155, 24155) = 34160.3
d(24156, 24156) = 34161.7
d(24157, 24157) = 34163.2
d(24158, 24158) = 34164.6
d(24159, 24159) = 34166
d(24160, 24160) = 34167.4
d(24161, 24161) = 34168.8
d(24162, 24162) = 34170.2
d(24163, 24163) = 34171.6
d(24164, 24164) = 34173.1
d(24165, 24165) = 34174.5
d(24166, 24166) = 34175.9
d(24167, 24167) = 34177.3
d(24168, 24168) = 34178.7
d(24169, 24169) = 34180.1
d(24170, 24170) = 34181.5
d(24171, 24171) = 34183
d(24172, 24172) = 34184.4
d(24173, 24173) = 34185.8
d(24174, 24174) = 34187.2
d(24175, 24175) = 34188.6
d(24176, 24176) = 34190
d(24177, 24177) = 34191.4
d(24178, 24178) = 34192.9
d(24179, 24179) = 34194.3
d(24180, 24180) = 34195.7
d(24181, 24181) = 34197.1
d(24182, 24182) = 34198.5
d(24183, 24183) = 34199.9
d(24184, 24184) = 34201.3
d(24185, 24185) = 34202.8
d(24186, 24186) = 34204.2
d(24187, 24187) = 34205.6
d(24188, 24188) = 34207
d(24189, 24189) = 34208.4
d(24190, 24190) = 34209.8
d(24191, 24191) = 34211.2
d(24192, 24192) = 34212.7
d(24193, 24193) = 34214.1
d(24194, 24194) = 34215.5
d(24195, 24195) = 34216.9
d(24196, 24196) = 34218.3
d(24197, 24197) = 34219.7
d(24198, 24198) = 34221.1
d(24199, 24199) = 34222.6
d(24200, 24200) = 34224
d(24201, 24201) = 34225.4
d(24202, 24202) = 34226.8
d(24203, 24203) = 34228.2
d(24204, 24204) = 34229.6
d(24205, 24205) = 34231
d(24206, 24206) = 34232.5
d(24207, 24207) = 34233.9
d(24208, 24208) = 34235.3
d(24209, 24209) = 34236.7
d(24210, 24210) = 34238.1
d(24211, 24211) = 34239.5
d(24212, 24212) = 34240.9
d(24213, 24213) = 34242.4
d(24214, 24214) = 34243.8
d(24215, 24215) = 34245.2
d(24216, 24216) = 34246.6
d(24217, 24217) = 34248
d(24218, 24218) = 34249.4
d(24219, 24219) = 34250.8
d(24220, 24220) = 34252.3
d(24221, 24221) = 34253.7
d(24222, 24222) = 34255.1
d(24223, 24223) = 34256.5
d(24224, 24224) = 34257.9
d(24225, 24225) = 34259.3
d(24226, 24226) = 34260.7
d(24227, 24227) = 34262.2
d(24228, 24228) = 34263.6
d(24229, 24229) = 34265
d(24230, 24230) = 34266.4
d(24231, 24231) = 34267.8
d(24232, 24232) = 34269.2
d(24233, 24233) = 34270.6
d(24234, 24234) = 34272.1
d(24235, 24235) = 34273.5
d(24236, 24236) = 34274.9
d(24237, 24237) = 34276.3
d(24238, 24238) = 34277.7
d(24239, 24239) = 34279.1
d(24240, 24240) = 34280.5
d(24241, 24241) = 34282
d(24242, 24242) = 34283.4
d(24243, 24243) = 34284.8
d(24244, 24244) = 34286.2
d(24245, 24245) = 34287.6
d(24246, 24246) = 34289
d(24247, 24247) = 34290.4
d(24248, 24248) = 34291.9
d(24249, 24249) = 34293.3
d(24250, 24250) = 34294.7
d(24251, 24251) = 34296.1
d(24252, 24252) = 34297.5
d(24253, 24253) = 34298.9
d(24254, 24254) = 34300.3
d(24255, 24255) = 34301.7
d(24256, 24256) = 34303.2
d(24257, 24257) = 34304.6
d(24258, 24258) = 34306
d(24259, 24259) = 34307.4
d(24260, 24260) = 34308.8
d(24261, 24261) = 34310.2
d(24262, 24262) = 34311.6
d(24263, 24263) = 34313.1
d(24264, 24264) = 34314.5
d(24265, 24265) = 34315.9
d(24266, 24266) = 34317.3
d(24267, 24267) = 34318.7
d(24268, 24268) = 34320.1
d(24269, 24269) = 34321.5
d(24270, 24270) = 34323
d(24271, 24271) = 34324.4
d(24272, 24272) = 34325.8
d(24273, 24273) = 34327.2
d(24274, 24274) = 34328.6
d(24275, 24275) = 34330
d(24276, 24276) = 34331.4
d(24277, 24277) = 34332.9
d(24278, 24278) = 34334.3
d(24279, 24279) = 34335.7
d(24280, 24280) = 34337.1
d(24281, 24281) = 34338.5
d(24282, 24282) = 34339.9
d(24283, 24283) = 34341.3
d(24284, 24284) = 34342.8
d(24285, 24285) = 34344.2
d(24286, 24286) = 34345.6
d(24287, 24287) = 34347
d(24288, 24288) = 34348.4
d(24289, 24289) = 34349.8
d(24290, 24290) = 34351.2
d(24291, 24291) = 34352.7
d(24292, 24292) = 34354.1
d(24293, 24293) = 34355.5
d(24294, 24294) = 34356.9
d(24295, 24295) = 34358.3
d(24296, 24296) = 34359.7
d(24297, 24297) = 34361.1
d(24298, 24298) = 34362.6
d(24299, 24299) = 34364
d(24300, 24300) = 34365.4
d(24301, 24301) = 34366.8
d(24302, 24302) = 34368.2
d(24303, 24303) = 34369.6
d(24304, 24304) = 34371
d(24305, 24305) = 34372.5
d(24306, 24306) = 34373.9
d(24307, 24307) = 34375.3
d(24308, 24308) = 34376.7
d(24309, 24309) = 34378.1
d(24310, 24310) = 34379.5
d(24311, 24311) = 34380.9
d(24312, 24312) = 34382.4
d(24313, 24313) = 34383.8
d(24314, 24314) = 34385.2
d(24315, 24315) = 34386.6
d(24316, 24316) = 34388
d(24317, 24317) = 34389.4
d(24318, 24318) = 34390.8
d(24319, 24319) = 34392.3
d(24320, 24320) = 34393.7
d(24321, 24321) = 34395.1
d(24322, 24322) = 34396.5
d(24323, 24323) = 34397.9
d(24324, 24324) = 34399.3
d(24325, 24325) = 34400.7
d(24326, 24326) = 34402.2
d(24327, 24327) = 34403.6
d(24328, 24328) = 34405
d(24329, 24329) = 34406.4
d(24330, 24330) = 34407.8
d(24331, 24331) = 34409.2
